Shp_No;Delivery_day;Plant;Ship-to2;Pallets;GWkg;TT;TT2
570627;30.01.2008;DE14;10099629;3.52;1879.373;GRP;TL
570627;30.01.2008;DE14;10100139;2.62;1672.534;GRP;TL
570627;30.01.2008;DE14;10100141;1.69;1008.028;GRP;TL
570627;30.01.2008;DE14;10100142;1.46;648.239;GRP;SG
570627;30.01.2008;DE14;10101146;0.89;93.58;GRP;SG
570627;30.01.2008;DE14;10105637;2.66;1273.992;GRP;TL
570627;30.01.2008;DE14;10156437;2.5;1265.843;GRP;TL
570628;30.01.2008;DE14;10099209;2.8;1429.147;GRP;TL
570628;30.01.2008;DE14;10100298;6.93;2549.6;GRP;TL
570628;30.01.2008;DE14;10104419;2.16;384.34;GRP;SG
570628;30.01.2008;DE14;10105515;2.43;1313.141;GRP;TL
570629;30.01.2008;DE14;10105477;6.5;2300;GRP;TL
570629;30.01.2008;DE14;10108136;3.14;1033.25;GRP;TL
570629;30.01.2008;DE14;10108153;3.5;1100;GRP;TL
570629;30.01.2008;DE14;10188442;33;3696;DIR;TL
570630;30.01.2008;DE14;10101517;1.99;1055.342;GRP;TL
570630;30.01.2008;DE14;10105740;3.82;1543.295;GRP;TL
570630;30.01.2008;DE14;10108348;1.05;477.429;GRP;SG
570631;30.01.2008;DE14;10099227;5.07;2430.151;GRP;TL
570631;30.01.2008;DE14;10099360;4.5;1846.626;GRP;TL
570631;30.01.2008;DE14;10100117;5.47;2999.687;GRP;TL
570633;30.01.2008;DE14;10099332;7.16;3580.818;DIR;TL
570633;30.01.2008;DE14;10099721;2.55;1269.2;GRP;TL
570642;30.01.2008;DE14;10108125;45.87;7486.46;DIR;TL
570707;30.01.2008;DE14;10099474;44;9772.8;DIR;TL
570723;30.01.2008;DE12;10099279;37;20668.2;DIR;KL
570727;30.01.2008;DE14;10108473;58.25;21752.858;DIR;KL
570743;30.01.2008;DE14;10099626;4;2249.451;GRP;TL
570743;30.01.2008;DE14;10099954;2.32;1428.774;GRP;TL
570743;30.01.2008;DE14;10108184;10;3761;DIR;TL
570788;30.01.2008;DE12;10106650;55;21776.514;DIR;KL
570845;30.01.2008;DE14;10099196;60;19641.6;DIR;KL
570858;30.01.2008;DE14;10099264;66;11920.92;DIR;KL
570860;30.01.2008;DE14;10099196;60;19641.6;DIR;KL
570907;30.01.2008;DE14;10099264;59.77;17913.06;DIR;KL
570916;30.01.2008;DE12;10099378;59.83;19998.64;DIR;KL
570975;30.01.2008;DE12;10099264;46;20623.6;DIR;KL
570991;30.01.2008;DE14;10099264;46;16909.44;DIR;KL
571263;30.01.2008;DE14;10107583;6;2016;GRP;TL
570161;31.01.2008;DE12;10099279;38;21158.4;DIR;KL
570162;31.01.2008;DE12;10106169;46.67;20153.68;DIR;KL
570224;31.01.2008;DE12;10099670;33;18371.3;DIR;KL
570225;31.01.2008;DE12;10099721;55.18;18160.26;DIR;KL
570274;31.01.2008;DE12;10102704;33;15465.36;DIR;KL
570279;31.01.2008;DE12;10099196;49.18;20424.2;DIR;KL
570280;31.01.2008;DE12;10103284;36;18681.528;DIR;KL
570511;31.01.2008;DE12;10147692;32;15053.808;DIR;KL
570547;31.01.2008;DE12;10107515;46.16;20150.01;DIR;KL
570550;31.01.2008;DE12;10106687;50;18687.968;DIR;KL
570576;31.01.2008;DE17;10099597;1;186;GRP;SG
570598;31.01.2008;DE14;10107921;32.64;10937.92;DIR;TL
570618;31.01.2008;DE12;10099431;39.07;21103.2;DIR;KL
570698;31.01.2008;DE12;10099410;46.25;19078.08;DIR;KL
570699;31.01.2008;DE12;10144627;43.25;17302.36;DIR;KL
570700;31.01.2008;DE12;10107921;33.67;18167.2;DIR;KL
570704;31.01.2008;DE12;10104377;45.49;20320.92;DIR;KL
570710;31.01.2008;DE12;10106317;55;19438.336;DIR;KL
570711;31.01.2008;DE14;10106650;30;4104;DIR;TL
570729;31.01.2008;DE12;10099428;50;20488.764;DIR;KL
570761;31.01.2008;DE12;10099507;40.05;18231.332;DIR;KL
570784;31.01.2008;DE12;10107647;38.3;13628.6;DIR;KL
570789;31.01.2008;DE12;10102019;47.2;19839.4;DIR;KL
570792;31.01.2008;DE14;10102455;8.57;1515.54;GRP;TL
570792;31.01.2008;DE14;10102771;1;289;GRP;SG
570792;31.01.2008;DE14;10104885;4.22;1967.509;GRP;TL
570799;31.01.2008;DE12;10099425;52;19647.044;DIR;KL
570801;31.01.2008;DE14;10102928;54;17763.84;DIR;KL
570828;31.01.2008;DE12;10144627;56.44;18831.25;DIR;KL
570832;31.01.2008;DE12;10099416;52;20404.904;DIR;KL
570844;31.01.2008;DE12;10099407;63;18634.926;DIR;KL
570846;31.01.2008;DE14;10101842;60;20350.228;DIR;KL
570849;31.01.2008;DE12;10099502;48.71;17530.994;DIR;KL
570855;31.01.2008;DE14;10103284;51;19187.15;DIR;KL
570861;31.01.2008;DE14;10099280;0.04;22.8;GRP;SG
570865;31.01.2008;DE12;10106687;48.38;21428.192;DIR;KL
570866;31.01.2008;DE14;10105569;1.5;147.1;GRP;SG
570866;31.01.2008;DE14;10106956;1.5;157.8;GRP;SG
570866;31.01.2008;DE14;10107585;0.92;77;GRP;SG
570870;31.01.2008;DE14;10099676;2.55;970.6;GRP;SG
570870;31.01.2008;DE14;10099961;2.19;1132.913;GRP;TL
570870;31.01.2008;DE14;10100098;1.1;231.1;GRP;SG
570870;31.01.2008;DE14;10103350;3.12;1071.993;GRP;TL
570870;31.01.2008;DE14;10105776;2.13;704.505;GRP;SG
570870;31.01.2008;DE14;10106768;1.93;414.17;GRP;SG
570871;31.01.2008;DE14;10104419;1.84;713.29;GRP;SG
570872;31.01.2008;DE14;10099286;2.36;1066.821;GRP;TL
570872;31.01.2008;DE14;10099601;1.04;240.49;GRP;SG
570872;31.01.2008;DE14;10100215;4.57;1939.46;GRP;TL
570872;31.01.2008;DE14;10100586;1;299.4;GRP;SG
570872;31.01.2008;DE14;10100688;0.6;388.74;GRP;SG
570872;31.01.2008;DE14;10101101;0.5;199.4;GRP;SG
570872;31.01.2008;DE14;10101228;2.62;516.3;GRP;SG
570872;31.01.2008;DE14;10102789;0.48;306.9;GRP;SG
570872;31.01.2008;DE14;10106267;0.67;185.83;GRP;SG
570872;31.01.2008;DE14;10193678;0.04;4;GRP;SG
570889;31.01.2008;DE14;10107647;50.38;16694.72;DIR;KL
570890;31.01.2008;DE12;10103284;30;16758;DIR;KL
570896;31.01.2008;DE14;10101896;0.88;171.84;GRP;SG
570896;31.01.2008;DE14;10104801;0.97;169.64;GRP;SG
570896;31.01.2008;DE14;10105620;1.04;518.52;GRP;SG
570896;31.01.2008;DE14;10106179;0.84;173.61;GRP;SG
570896;31.01.2008;DE14;10189828;0.91;302;GRP;SG
570896;31.01.2008;DE14;10208066;0.22;112;GRP;SG
570898;31.01.2008;DE14;10107647;29.6;17353.6;DIR;KL
570905;31.01.2008;DE12;10103543;33;14762.616;DIR;KL
570906;31.01.2008;DE14;10101983;4.56;1279.96;GRP;TL
570906;31.01.2008;DE14;10105051;4;1036.4;GRP;TL
570908;31.01.2008;DE14;10101301;33;16323.84;DIR;KL
570909;31.01.2008;DE12;10159848;53;16943.198;DIR;KL
570913;31.01.2008;DE12;10099418;49.57;17690.1;DIR;KL
570915;31.01.2008;DE12;10102704;43.67;18510.002;DIR;KL
570935;31.01.2008;DE12;10107717;50.92;16381.256;DIR;KL
570936;31.01.2008;DE14;10104377;63;16191.82;DIR;KL
570938;31.01.2008;DE12;10177542;64;20114.368;DIR;KL
570943;31.01.2008;DE14;10101760;2.05;1032.731;GRP;TL
570943;31.01.2008;DE14;10101771;2.8;1304.014;GRP;TL
570943;31.01.2008;DE14;10101781;3.6;1573.932;GRP;TL
570943;31.01.2008;DE14;10101903;0.65;144.03;GRP;SG
570943;31.01.2008;DE14;10102204;0.5;88.8;GRP;SG
570943;31.01.2008;DE14;10102230;0.87;187.94;GRP;SG
570943;31.01.2008;DE14;10102863;4.74;2182.146;GRP;TL
570943;31.01.2008;DE14;10103553;0.5;200;GRP;SG
570944;31.01.2008;DE12;10099414;50;20375.588;DIR;KL
570957;31.01.2008;DE14;10104377;50.1;17930.088;DIR;KL
570959;31.01.2008;DE17;10099892;1.32;853.456;GRP;SG
570959;31.01.2008;DE17;10100388;4.43;2756.436;GRP;TL
570959;31.01.2008;DE17;10100670;3.52;1225.65;GRP;TL
570959;31.01.2008;DE17;10100769;0.91;149.82;GRP;SG
570959;31.01.2008;DE17;10100770;0.79;138.92;GRP;SG
570959;31.01.2008;DE17;10100935;0.11;47.72;GRP;SG
570959;31.01.2008;DE17;10101339;0.35;96.9;GRP;SG
570959;31.01.2008;DE17;10103405;1.68;1170.613;GRP;TL
570959;31.01.2008;DE17;10104216;0.25;62.1;GRP;SG
570959;31.01.2008;DE17;10104642;0.35;96.9;GRP;SG
570959;31.01.2008;DE17;10107111;0.54;135.72;GRP;SG
570959;31.01.2008;DE17;10107737;2.25;317.1;GRP;SG
570969;31.01.2008;DE12;10099506;38;20421;DIR;KL
570970;31.01.2008;DE14;10107492;1;398.8;GRP;SG
570970;31.01.2008;DE14;10107722;0.98;211.09;GRP;SG
570970;31.01.2008;DE14;10174305;1.33;215.69;GRP;SG
570970;31.01.2008;DE14;10214644;0.76;187.1;GRP;SG
570972;31.01.2008;DE14;10099431;42.94;14433.12;DIR;KL
570973;31.01.2008;DE12;10106169;45.11;20538.58;DIR;KL
570978;31.01.2008;DE12;10102280;2.75;977.383;GRP;SG
570978;31.01.2008;DE12;10103964;3.52;2161.265;GRP;TL
570978;31.01.2008;DE12;10105056;3.1;919.36;GRP;SG
570978;31.01.2008;DE12;10105618;3.87;2397.096;GRP;TL
570978;31.01.2008;DE12;10105693;1.43;727.029;GRP;SG
570980;31.01.2008;DE14;10108621;0.97;214.89;GRP;SG
570980;31.01.2008;DE14;10160219;0.9;177.64;GRP;SG
570983;31.01.2008;DE12;10108184;59.44;18130.74;DIR;KL
570984;31.01.2008;DE14;10099460;46;16638.12;DIR;KL
570986;31.01.2008;DE14;10101820;1.81;803.51;GRP;SG
570986;31.01.2008;DE14;10102181;3.33;2026.564;GRP;TL
570986;31.01.2008;DE14;10103656;1.63;1042.67;GRP;TL
570986;31.01.2008;DE14;10103755;8;2504.88;GRP;TL
570986;31.01.2008;DE14;10104073;3.56;1539.838;GRP;TL
570986;31.01.2008;DE14;10107572;0.18;49.1;GRP;SG
570986;31.01.2008;DE14;10191005;2.25;351;GRP;SG
571002;31.01.2008;DE12;10102633;50.95;17586.168;DIR;KL
571008;31.01.2008;DE12;10101745;60.14;17817.8;DIR;KL
571012;31.01.2008;DE12;10099545;31.08;7259.58;DIR;TL
571017;31.01.2008;DE12;10099508;5.85;1330.83;GRP;TL
571017;31.01.2008;DE12;10102517;2.28;886.2;GRP;SG
571017;31.01.2008;DE12;10104673;2.95;1015.897;GRP;TL
571017;31.01.2008;DE12;10105692;4.15;2238.767;GRP;TL
571017;31.01.2008;DE12;10108247;0.2;109.8;GRP;SG
571017;31.01.2008;DE12;10187713;3.76;822.48;GRP;SG
571033;31.01.2008;DE12;10103284;47;17164.2;DIR;KL
571034;31.01.2008;DE14;10101789;4.17;2220.801;GRP;TL
571034;31.01.2008;DE14;10101844;3.93;3135.128;DIR;TL
571034;31.01.2008;DE14;10102853;1.98;1041.224;GRP;TL
571034;31.01.2008;DE14;10102966;4.77;1498.829;GRP;TL
571034;31.01.2008;DE14;10103033;0.7;113.96;GRP;SG
571034;31.01.2008;DE14;10103384;1.48;305.71;GRP;SG
571034;31.01.2008;DE14;10106141;4.52;1438.931;GRP;TL
571034;31.01.2008;DE14;10106175;1.04;201.21;GRP;SG
571034;31.01.2008;DE14;10108207;2.19;1346.441;GRP;TL
571034;31.01.2008;DE14;10121546;0.95;197.69;GRP;SG
571035;31.01.2008;DE14;10102854;0.76;191.3;GRP;SG
571035;31.01.2008;DE14;10106174;0.98;163.35;GRP;SG
571035;31.01.2008;DE14;10108039;1.82;989.232;GRP;SG
571036;31.01.2008;DE14;10101842;61;20312.728;DIR;KL
571043;31.01.2008;DE12;10099546;32.56;5110.3;DIR;TL
571052;31.01.2008;DE17;10099281;5.19;2195.315;GRP;TL
571052;31.01.2008;DE17;10100089;3.68;1690.46;GRP;TL
571052;31.01.2008;DE17;10100092;5.23;1567.542;GRP;TL
571053;31.01.2008;DE12;10099381;65.31;22513.06;DIR;KL
571056;31.01.2008;DE14;10102380;36.7;11280.984;DIR;KL
571057;31.01.2008;DE12;10127482;11.75;3112.1;DIR;TL
571058;31.01.2008;DE17;10099521;33;18758.292;DIR;KL
571059;31.01.2008;DE14;10099506;53.38;22426.56;DIR;KL
571060;31.01.2008;DE12;10100059;9.27;3577.883;DIR;TL
571063;31.01.2008;DE12;10101797;1.75;938.836;GRP;SG
571063;31.01.2008;DE12;10103192;4.81;2604.397;GRP;TL
571063;31.01.2008;DE12;10103193;5.05;1964.335;GRP;TL
571063;31.01.2008;DE12;10103753;1;323.82;GRP;SG
571064;31.01.2008;DE12;10103449;8.39;3887.686;DIR;TL
571065;31.01.2008;DE12;10102128;1.5;289.37;GRP;SG
571065;31.01.2008;DE12;10103098;2.76;1485.115;GRP;TL
571065;31.01.2008;DE12;10103429;2.66;967.09;GRP;SG
571065;31.01.2008;DE12;10103433;3.03;1722.852;GRP;TL
571065;31.01.2008;DE12;10104369;4.09;1476.303;GRP;TL
571065;31.01.2008;DE12;10105286;3.85;1930.271;GRP;TL
571065;31.01.2008;DE12;10107847;2.55;522.64;GRP;SG
571065;31.01.2008;DE12;10171069;1.71;329.55;GRP;SG
571068;31.01.2008;DE14;10101842;35;8682.718;DIR;TL
571069;31.01.2008;DE14;10229726;13;5230.08;DIR;TL
571070;31.01.2008;DE12;10103284;37;17193.28;DIR;KL
571075;31.01.2008;DE12;10103049;52.61;18792.508;DIR;KL
571078;31.01.2008;DE14;10099568;44.75;15015.938;DIR;KL
571079;31.01.2008;DE12;10099576;4.89;1692.47;GRP;TL
571079;31.01.2008;DE12;10099696;3.03;1480.27;GRP;TL
571079;31.01.2008;DE12;10106934;25.62;8074.82;DIR;TL
571079;31.01.2008;DE12;10174971;1.69;768.195;GRP;SG
571080;31.01.2008;DE17;10099548;38;5274.8;DIR;TL
571081;31.01.2008;DE17;10099475;55.38;16698.148;DIR;KL
571082;31.01.2008;DE17;10099414;13;4549.6;DIR;TL
571082;31.01.2008;DE17;10099542;32.75;5320;DIR;TL
571082;31.01.2008;DE17;10159545;8;3645.3;DIR;TL
571086;31.01.2008;DE12;10101964;6.81;4124.787;DIR;TL
571086;31.01.2008;DE12;10103548;1.25;305.89;GRP;SG
571086;31.01.2008;DE12;10104270;4.35;2550.09;GRP;TL
571086;31.01.2008;DE12;10105647;3.87;2300.602;GRP;TL
571086;31.01.2008;DE12;10106300;3.46;1697.003;GRP;TL
571086;31.01.2008;DE12;10108582;0.11;34.8;GRP;SG
571087;31.01.2008;DE12;10102928;30.41;13494.08;DIR;KL
571089;31.01.2008;DE12;10099391;2.86;1267.32;GRP;TL
571089;31.01.2008;DE12;10099613;3.78;2120.61;GRP;TL
571089;31.01.2008;DE12;10099902;0.17;104.86;GRP;SG
571089;31.01.2008;DE12;10099934;0.28;154.2;GRP;SG
571089;31.01.2008;DE12;10100124;1.5;298.4;GRP;SG
571089;31.01.2008;DE12;10100182;0.3;145.64;GRP;SG
571089;31.01.2008;DE12;10100183;0.36;163.36;GRP;SG
571089;31.01.2008;DE12;10100358;1.67;366.05;GRP;SG
571089;31.01.2008;DE12;10101335;0.19;114.82;GRP;SG
571089;31.01.2008;DE12;10103682;0.07;24.48;GRP;SG
571089;31.01.2008;DE12;10104586;0.5;82.3;GRP;SG
571089;31.01.2008;DE12;10105038;1.36;260.54;GRP;SG
571089;31.01.2008;DE12;10105504;0.96;233.72;GRP;SG
571089;31.01.2008;DE12;10105668;0.92;175.5;GRP;SG
571089;31.01.2008;DE12;10106761;0.5;111.7;GRP;SG
571089;31.01.2008;DE12;10106983;2.97;787.74;GRP;SG
571089;31.01.2008;DE12;10107728;0.37;205.6;GRP;SG
571089;31.01.2008;DE12;10107971;0.69;82.64;GRP;SG
571089;31.01.2008;DE12;10108371;1.5;184.2;GRP;SG
571089;31.01.2008;DE12;10108654;0.5;82.3;GRP;SG
571089;31.01.2008;DE12;10108658;0.51;86.38;GRP;SG
571093;31.01.2008;DE14;10103284;54.46;15741.136;DIR;KL
571094;31.01.2008;DE14;10100085;3.56;1839.515;GRP;TL
571094;31.01.2008;DE14;10100107;5.9;2905.697;GRP;TL
571094;31.01.2008;DE14;10105144;4.51;2008.915;GRP;TL
571097;31.01.2008;DE14;10099545;46.09;18118.74;DIR;KL
571098;31.01.2008;DE14;10099407;30.25;5975.6;DIR;TL
571103;31.01.2008;DE14;10145110;1;124;GRP;SG
571117;31.01.2008;DE14;10099383;49.05;13153.3;DIR;KL
571118;31.01.2008;DE17;10108057;0.84;262.6;GRP;SG
571119;31.01.2008;DE14;10099383;32.61;5372.64;DIR;TL
571120;31.01.2008;DE14;10099612;2.96;1388.298;GRP;TL
571120;31.01.2008;DE14;10099645;3.5;1376.324;GRP;TL
571120;31.01.2008;DE14;10100135;1.24;507.689;GRP;SG
571120;31.01.2008;DE14;10100202;1.03;478.448;GRP;SG
571120;31.01.2008;DE14;10107827;1.78;680.731;GRP;SG
571120;31.01.2008;DE14;10108138;2.07;573.16;GRP;SG
571120;31.01.2008;DE14;10108159;0.79;161.01;GRP;SG
571120;31.01.2008;DE14;10108165;0.97;130;GRP;SG
571126;31.01.2008;DE14;10099447;60;19641.6;DIR;KL
571127;31.01.2008;DE14;10099251;2.05;1035.166;GRP;TL
571127;31.01.2008;DE14;10100196;3.62;665.9;GRP;SG
571127;31.01.2008;DE14;10100209;2.25;629.4;GRP;SG
571127;31.01.2008;DE14;10100664;3.52;1606.085;GRP;TL
571127;31.01.2008;DE14;10121555;1.39;354.55;GRP;SG
571127;31.01.2008;DE14;10193678;0.68;169.95;GRP;SG
571128;31.01.2008;DE14;10156436;2.85;1259.795;GRP;TL
571129;31.01.2008;DE14;10099607;9.53;3388.905;DIR;TL
571129;31.01.2008;DE14;10104811;7.25;2025.3;GRP;TL
571131;31.01.2008;DE17;10104310;55;19697.964;DIR;KL
571132;31.01.2008;DE17;10228072;6.32;3062.62;DIR;TL
571133;31.01.2008;DE14;10099843;0.16;55.48;GRP;SG
571133;31.01.2008;DE14;10105768;1.55;622.333;GRP;SG
571134;31.01.2008;DE14;10100088;2.73;1348.658;GRP;TL
571134;31.01.2008;DE14;10101894;1.25;197.48;GRP;SG
571134;31.01.2008;DE14;10103348;0.25;112;GRP;SG
571134;31.01.2008;DE14;10105804;2;291.8;GRP;SG
571134;31.01.2008;DE14;10106254;0.31;79.6;GRP;SG
571134;31.01.2008;DE14;10106285;1.08;137.7;GRP;SG
571134;31.01.2008;DE14;10107659;0.79;153.15;GRP;SG
571134;31.01.2008;DE14;10108062;0.97;104.4;GRP;SG
571134;31.01.2008;DE14;10114528;0.36;46;GRP;SG
571134;31.01.2008;DE14;10145395;0.65;163.2;GRP;SG
571134;31.01.2008;DE14;10159538;8;5299.2;DIR;TL
571135;31.01.2008;DE14;10099407;44;20837.16;DIR;KL
571136;31.01.2008;DE17;10105467;32.79;4728.15;DIR;TL
571137;31.01.2008;DE17;10105467;31.75;6094.9;DIR;TL
571138;31.01.2008;DE17;10107921;26;6765.36;DIR;TL
571139;31.01.2008;DE17;10105467;46.9;12894.624;DIR;KL
571140;31.01.2008;DE17;10105467;23.89;5918.17;DIR;TL
571140;31.01.2008;DE17;10107503;2.31;907.152;GRP;SG
571141;31.01.2008;DE17;10106136;17;7108.248;DIR;TL
571141;31.01.2008;DE17;10107515;49;14691.38;DIR;KL
571142;31.01.2008;DE17;10099468;54;20773.364;DIR;KL
571142;31.01.2008;DE17;10105671;1.89;975.947;GRP;SG
571165;31.01.2008;DE14;10099559;2.19;1256.315;GRP;TL
571165;31.01.2008;DE14;10105971;3.25;1710.238;GRP;TL
571166;31.01.2008;DE14;10099919;4.03;2053.993;GRP;TL
571166;31.01.2008;DE14;10101260;1.66;882.062;GRP;SG
571167;31.01.2008;DE14;10099295;3.33;1736.714;GRP;TL
571167;31.01.2008;DE14;10099650;22.95;9965.924;DIR;TL
571167;31.01.2008;DE14;10100276;2.37;951.256;GRP;SG
571167;31.01.2008;DE14;10108373;6.42;1859.308;GRP;TL
571168;31.01.2008;DE17;10106447;7.1;4219.921;DIR;TL
571168;31.01.2008;DE17;10106695;50;17707.44;DIR;KL
571170;31.01.2008;DE14;10099383;47;16633.36;DIR;KL
571171;31.01.2008;DE14;10099406;50.97;18912.04;DIR;KL
571173;31.01.2008;DE17;10100095;10.35;4238.104;DIR;TL
571173;31.01.2008;DE17;10106136;27.56;9344.55;DIR;TL
571173;31.01.2008;DE17;10107515;10.91;2370.32;GRP;TL
571174;31.01.2008;DE17;10099548;32.13;9117.46;DIR;TL
571174;31.01.2008;DE17;10159542;11;5356.85;DIR;TL
571175;31.01.2008;DE17;10099542;33;6732;DIR;TL
571176;31.01.2008;DE17;10099428;51.4;16138.348;DIR;KL
571176;31.01.2008;DE17;10105710;2.05;892.961;GRP;SG
571177;31.01.2008;DE17;10099211;7.75;2749.4;GRP;TL
571177;31.01.2008;DE17;10105269;3.56;2090.54;GRP;TL
571177;31.01.2008;DE17;10159549;8;3920.95;DIR;TL
571178;31.01.2008;DE17;10099218;5.72;1372.158;GRP;TL
571178;31.01.2008;DE17;10099434;9.23;4452.106;DIR;TL
571178;31.01.2008;DE17;10099452;6.43;2613.604;GRP;TL
571178;31.01.2008;DE17;10105739;8.12;3528.914;DIR;TL
571178;31.01.2008;DE17;10106010;2.96;1622.87;GRP;TL
571178;31.01.2008;DE17;10107756;3.97;1418.75;GRP;TL
571179;31.01.2008;DE17;10106013;1.93;1080.245;GRP;TL
571179;31.01.2008;DE17;10117576;1.54;292.74;GRP;SG
571180;31.01.2008;DE17;10100228;2.5;714.56;GRP;SG
571180;31.01.2008;DE17;10100407;1.97;966.686;GRP;SG
571180;31.01.2008;DE17;10105614;2.4;1225.221;GRP;TL
571180;31.01.2008;DE17;10105669;0.02;22.8;GRP;SG
571180;31.01.2008;DE17;10105725;1.32;709.551;GRP;SG
571180;31.01.2008;DE17;10105736;2.22;1249.466;GRP;TL
571180;31.01.2008;DE17;10105929;1.35;301.86;GRP;SG
571180;31.01.2008;DE17;10106066;2.76;780.35;GRP;SG
571180;31.01.2008;DE17;10107029;0.34;68.9;GRP;SG
571180;31.01.2008;DE17;10107040;0.61;194.56;GRP;SG
571180;31.01.2008;DE17;10107565;0.2;102.9;GRP;SG
571180;31.01.2008;DE17;10107851;0.62;111.584;GRP;SG
571180;31.01.2008;DE17;10139801;2.37;1278.415;GRP;TL
571180;31.01.2008;DE17;10232410;2.36;497.5;GRP;SG
571181;31.01.2008;DE12;10104965;4.17;1780.733;GRP;TL
571181;31.01.2008;DE12;10105754;5.96;2563.443;GRP;TL
571183;31.01.2008;DE17;10100068;2.54;1415.514;GRP;TL
571184;31.01.2008;DE17;10099446;40.25;13781.93;DIR;KL
571184;31.01.2008;DE17;10104175;4.4;712.2;GRP;SG
571185;31.01.2008;DE17;10101212;2.89;731.8;GRP;SG
571185;31.01.2008;DE17;10103685;1.21;236.94;GRP;SG
571185;31.01.2008;DE17;10103970;1.5;221.8;GRP;SG
571185;31.01.2008;DE17;10105608;2.29;1285.176;GRP;TL
571185;31.01.2008;DE17;10105677;6.5;2719.076;GRP;TL
571185;31.01.2008;DE17;10105911;9.35;6212.646;DIR;TL
571185;31.01.2008;DE17;10108221;1.91;364.93;GRP;SG
571185;31.01.2008;DE17;10191289;0.26;190.58;GRP;SG
571185;31.01.2008;DE17;10205318;0.2;93.64;GRP;SG
571186;31.01.2008;DE14;10100287;3.21;1239.841;GRP;TL
571186;31.01.2008;DE14;10107068;5.12;1513;GRP;TL
571186;31.01.2008;DE14;10159529;8;4472.25;DIR;TL
571187;31.01.2008;DE14;10108184;44;15923.14;DIR;KL
571188;31.01.2008;DE14;10100153;1.81;1021.87;GRP;TL
571188;31.01.2008;DE14;10102570;1.79;858.209;GRP;SG
571188;31.01.2008;DE14;10114416;1.33;659.544;GRP;SG
571189;31.01.2008;DE14;10099577;2.68;547.05;GRP;SG
571189;31.01.2008;DE14;10099617;0.72;187.3;GRP;SG
571189;31.01.2008;DE14;10099627;0.22;40.6;GRP;SG
571189;31.01.2008;DE14;10099644;1.34;584.91;GRP;SG
571189;31.01.2008;DE14;10099913;3.89;942.23;GRP;SG
571189;31.01.2008;DE14;10099996;5.5;1748.1;GRP;TL
571189;31.01.2008;DE14;10100212;0.71;233.88;GRP;SG
571189;31.01.2008;DE14;10100330;0.95;253.4;GRP;SG
571189;31.01.2008;DE14;10100331;3.05;1328.851;GRP;TL
571189;31.01.2008;DE14;10101441;0.25;34.07;GRP;SG
571189;31.01.2008;DE14;10104935;1.1;182.18;GRP;SG
571189;31.01.2008;DE14;10106107;1.35;690.602;GRP;SG
571189;31.01.2008;DE14;10108372;3;1250.704;GRP;TL
571189;31.01.2008;DE14;10121382;1;161.2;GRP;SG
571189;31.01.2008;DE14;10190320;0.9;461.18;GRP;SG
571190;31.01.2008;DE14;10099971;5.21;2613.647;GRP;TL
571191;31.01.2008;DE14;10105998;1.31;511.59;GRP;SG
571192;31.01.2008;DE14;10099228;4.46;1739.43;GRP;TL
571192;31.01.2008;DE14;10099256;3.29;865.06;GRP;SG
571192;31.01.2008;DE14;10099270;11.47;5785.265;DIR;TL
571192;31.01.2008;DE14;10100015;3.51;1143.17;GRP;TL
571192;31.01.2008;DE14;10100147;1.69;1075.838;GRP;TL
571192;31.01.2008;DE14;10107727;2.14;399.76;GRP;SG
571192;31.01.2008;DE14;10159536;8;3920.95;DIR;TL
571192;31.01.2008;DE14;10174498;1.13;238.43;GRP;SG
571193;31.01.2008;DE17;10099592;51.97;11687.78;DIR;KL
571194;31.01.2008;DE17;10099262;4.62;1715.009;GRP;TL
571194;31.01.2008;DE17;10099451;4.27;2047.505;GRP;TL
571194;31.01.2008;DE17;10100741;2.03;1005.04;GRP;TL
571194;31.01.2008;DE17;10105619;2.77;1262.966;GRP;TL
571194;31.01.2008;DE17;10106137;33;12313.04;DIR;KL
571195;31.01.2008;DE17;10099260;5.47;889.5;GRP;SG
571195;31.01.2008;DE17;10099510;2.69;1090.983;GRP;TL
571195;31.01.2008;DE17;10099937;1.79;1241.794;GRP;TL
571195;31.01.2008;DE17;10101356;0.5;199.4;GRP;SG
571195;31.01.2008;DE17;10103781;1.45;408.12;GRP;SG
571195;31.01.2008;DE17;10104484;0.5;224.96;GRP;SG
571195;31.01.2008;DE17;10105207;1.5;298.7;GRP;SG
571195;31.01.2008;DE17;10105794;1;345.1;GRP;SG
571195;31.01.2008;DE17;10106071;1.8;415.14;GRP;SG
571195;31.01.2008;DE17;10106075;1;345.1;GRP;SG
571195;31.01.2008;DE17;10108029;0.17;12.56;GRP;SG
571195;31.01.2008;DE17;10108264;3.26;464.66;GRP;SG
571195;31.01.2008;DE17;10114436;2.6;1360.227;GRP;TL
571195;31.01.2008;DE17;10127028;3.18;878.363;GRP;SG
571195;31.01.2008;DE17;10145928;1.15;734.62;GRP;SG
571195;31.01.2008;DE17;10168539;0.19;53.6;GRP;SG
571195;31.01.2008;DE17;10187656;0.2;102.02;GRP;SG
571195;31.01.2008;DE17;10233735;0.2;47.72;GRP;SG
571196;31.01.2008;DE17;10105263;3.34;1028.367;GRP;TL
571196;31.01.2008;DE17;10105268;8.22;3478.899;DIR;TL
571196;31.01.2008;DE17;10105270;7.76;3467.909;DIR;TL
571197;31.01.2008;DE17;10099230;4;493.2;GRP;SG
