Shp_No;Delivery_day;Plant;Ship-to2;Pallets;GWkg;TT;TT2
673825;10.09.2008;DE17;10100732;0;796.056;GRP;SG
673825;10.09.2008;DE17;10105265;1;2250.24;GRP;TL
673825;10.09.2008;DE17;10105266;2;2177.068;GRP;TL
673825;10.09.2008;DE17;10105272;1;3344.536;DIR;TL
673825;10.09.2008;DE17;10106953;0;226.3;GRP;SG
673825;10.09.2008;DE17;10107542;16;4006.86;DIR;TL
673825;10.09.2008;DE17;10107556;0;93.24;GRP;SG
673825;10.09.2008;DE17;10127266;1;684.522;GRP;SG
673826;10.09.2008;DE12;10099311;1;1536.716;GRP;TL
673826;10.09.2008;DE12;10099622;1;3367.215;DIR;TL
673826;10.09.2008;DE12;10099699;0;376.01;GRP;SG
673826;10.09.2008;DE12;10099791;0;193.88;GRP;SG
673826;10.09.2008;DE12;10101185;0;169.58;GRP;SG
673827;10.09.2008;DE14;10100846;0;295.1;GRP;SG
673827;10.09.2008;DE14;10101862;4;4934.701;DIR;TL
673827;10.09.2008;DE14;10105665;1;3506.018;DIR;TL
673827;10.09.2008;DE14;10107093;0;252.91;GRP;SG
673828;10.09.2008;DE14;10103558;0;280.82;GRP;SG
673828;10.09.2008;DE14;10103676;1;250.06;GRP;SG
673828;10.09.2008;DE14;10104789;0;90.2;GRP;SG
673828;10.09.2008;DE14;10106936;0;192.78;GRP;SG
673828;10.09.2008;DE14;10106959;0;116.2;GRP;SG
673828;10.09.2008;DE14;10145181;0;37.4;GRP;SG
673828;10.09.2008;DE14;10174903;0;34;GRP;SG
673832;10.09.2008;DE17;10103984;0;166.9;GRP;SG
673832;10.09.2008;DE17;10106917;20;3911.12;DIR;TL
673833;10.09.2008;DE14;10103656;0;254.67;GRP;SG
673833;10.09.2008;DE14;10104229;2;3488.176;DIR;TL
673838;10.09.2008;DE12;10102760;29;5265;DIR;TL
673843;10.09.2008;DE14;10101844;0;161.45;GRP;SG
673843;10.09.2008;DE14;10102578;0;123.97;GRP;SG
673843;10.09.2008;DE14;10102727;0;189.4;GRP;SG
673843;10.09.2008;DE14;10103384;0;90.2;GRP;SG
673843;10.09.2008;DE14;10103498;0;177.8;GRP;SG
673843;10.09.2008;DE14;10103919;0;896.2;GRP;SG
673843;10.09.2008;DE14;10104066;0;1486.395;GRP;TL
673843;10.09.2008;DE14;10190870;2;522.02;GRP;SG
673845;10.09.2008;DE14;10099954;2;741.66;GRP;SG
673845;10.09.2008;DE14;10107722;0;198.87;GRP;SG
673846;10.09.2008;DE14;10102187;1;1730.027;GRP;TL
673850;10.09.2008;DE14;10099404;3;608.7;GRP;SG
673850;10.09.2008;DE14;10099625;0;1700.591;GRP;TL
673851;10.09.2008;DE14;10099217;4;1144;GRP;TL
673851;10.09.2008;DE14;10100335;0;683.288;GRP;SG
673851;10.09.2008;DE14;10101516;3;4823.879;DIR;TL
673851;10.09.2008;DE14;10103727;3;3686.041;DIR;TL
673852;10.09.2008;DE14;10099725;1;2994.346;GRP;TL
673852;10.09.2008;DE14;10101210;0;2020.334;GRP;TL
673852;10.09.2008;DE14;10105935;0;803.004;GRP;SG
673852;10.09.2008;DE14;10210310;0;126.67;GRP;SG
673893;10.09.2008;DE17;10099447;9;4717.44;DIR;TL
673893;10.09.2008;DE17;10099567;2;2941.369;GRP;TL
673893;10.09.2008;DE17;10103751;18;6734.04;DIR;TL
673894;10.09.2008;DE17;10099433;10;6565.273;DIR;TL
673894;10.09.2008;DE17;10100693;0;158.22;GRP;SG
673894;10.09.2008;DE17;10103746;9;3126.06;DIR;TL
673895;10.09.2008;DE17;10099532;2;4376.263;DIR;TL
673895;10.09.2008;DE17;10105625;1;2378.422;GRP;TL
673896;10.09.2008;DE17;10100109;5;5560.715;DIR;TL
673896;10.09.2008;DE17;10100377;5;5029.533;DIR;TL
673896;10.09.2008;DE17;10105747;0;2379.29;GRP;TL
673898;10.09.2008;DE17;10105927;0;38.08;GRP;SG
673898;10.09.2008;DE17;10108497;0;360.29;GRP;SG
673898;10.09.2008;DE17;10244101;0;133.6;GRP;SG
673899;10.09.2008;DE17;10100375;0;38.08;GRP;SG
673899;10.09.2008;DE17;10108132;0;454.5;GRP;SG
673900;10.09.2008;DE17;10099994;3;2972.738;GRP;TL
673901;10.09.2008;DE17;10099422;22;3900;DIR;TL
673902;10.09.2008;DE17;10099446;49;15910.64;DIR;KL
673902;10.09.2008;DE17;10106568;2;2716.742;GRP;TL
673903;10.09.2008;DE17;10099245;1;134;GRP;SG
673903;10.09.2008;DE17;10100118;3;4763.276;DIR;TL
673903;10.09.2008;DE17;10100761;2;2716.593;GRP;TL
673903;10.09.2008;DE17;10106318;0;190.5;GRP;SG
673903;10.09.2008;DE17;10152696;0;89.28;GRP;SG
673903;10.09.2008;DE17;10233736;0;77.62;GRP;SG
673903;10.09.2008;DE17;10242762;0;71.84;GRP;SG
673904;10.09.2008;DE14;10105515;2;4404.195;DIR;TL
673905;10.09.2008;DE14;10100315;0;1467.169;GRP;TL
673905;10.09.2008;DE14;10103750;8;2778.72;GRP;TL
673906;10.09.2008;DE14;10099236;3;4771.506;DIR;TL
673906;10.09.2008;DE14;10099332;3;5151.58;DIR;TL
673906;10.09.2008;DE14;10099956;1;1910.645;GRP;TL
673907;10.09.2008;DE14;10106831;1;3126.66;DIR;TL
673908;10.09.2008;DE14;10106795;2;3257.014;DIR;TL
673908;10.09.2008;DE14;10108145;0;308.26;GRP;SG
673909;10.09.2008;DE14;10108160;0;280.94;GRP;SG
673910;10.09.2008;DE14;10099544;1;3038.173;DIR;TL
673910;10.09.2008;DE14;10099565;1;2317.35;GRP;TL
673910;10.09.2008;DE14;10101993;0;1028.469;GRP;TL
673910;10.09.2008;DE14;10106203;0;23.8;GRP;SG
673912;10.09.2008;DE14;10099498;0;975.874;GRP;SG
673912;10.09.2008;DE14;10105740;20;9126.988;DIR;TL
673923;10.09.2008;DE14;10100391;4;3094.622;DIR;TL
673923;10.09.2008;DE14;10108369;5;3444.762;DIR;TL
673924;10.09.2008;DE14;10099430;41;13239.899;DIR;KL
673929;10.09.2008;DE14;10100163;3;3342.358;DIR;TL
673930;10.09.2008;DE14;10103093;1;2140.073;GRP;TL
673930;10.09.2008;DE14;10145180;2;3216.069;DIR;TL
673931;10.09.2008;DE14;10099629;4;4679.338;DIR;TL
673931;10.09.2008;DE14;10100143;0;599.071;GRP;SG
673931;10.09.2008;DE14;10105637;3;4156.665;DIR;TL
673931;10.09.2008;DE14;10156437;1;2582.875;GRP;TL
673932;10.09.2008;DE14;10100139;1;2118.489;GRP;TL
673932;10.09.2008;DE14;10100141;0;1896.337;GRP;TL
673932;10.09.2008;DE14;10101517;0;763.929;GRP;SG
673932;10.09.2008;DE14;10108348;0;897.964;GRP;SG
673943;10.09.2008;DE14;10099573;8;8817.602;DIR;TL
673943;10.09.2008;DE14;10100164;0;171.48;GRP;SG
673943;10.09.2008;DE14;10107869;0;2219.364;GRP;TL
673944;10.09.2008;DE14;10099277;4;4358.902;DIR;TL
673944;10.09.2008;DE14;10099901;0;515.42;GRP;SG
673944;10.09.2008;DE14;10101177;0;121.5;GRP;SG
673944;10.09.2008;DE14;10235205;1;3162.314;DIR;TL
673955;10.09.2008;DE14;10106380;0;1754.574;GRP;TL
673955;10.09.2008;DE14;10170961;0;310.42;GRP;SG
673964;10.09.2008;DE14;10099407;30;14280;DIR;KL
673965;10.09.2008;DE14;10099209;2;4516.166;DIR;TL
673965;10.09.2008;DE14;10099274;0;141.02;GRP;SG
673965;10.09.2008;DE14;10100235;3;4603.808;DIR;TL
673965;10.09.2008;DE14;10100298;6;5684.679;DIR;TL
673968;10.09.2008;DE14;10099407;60;19492.848;DIR;KL
673969;10.09.2008;DE12;10102479;52;20845.948;DIR;KL
673970;10.09.2008;DE14;10099227;3;6470.803;DIR;TL
673970;10.09.2008;DE14;10100117;7;9668.564;DIR;TL
673971;10.09.2008;DE12;10099378;57;20462.617;DIR;KL
673972;10.09.2008;DE14;10102928;31;6142.38;DIR;TL
674018;10.09.2008;DE14;10103285;15;6308.15;DIR;TL
674019;10.09.2008;DE14;10244129;34;14123.64;DIR;KL
674020;10.09.2008;DE14;10103535;17;2985;GRP;TL
674021;10.09.2008;DE12;10099317;0;45.1;GRP;SG
674021;10.09.2008;DE12;10100571;0;197.32;GRP;SG
674021;10.09.2008;DE12;10100993;0;133.14;GRP;SG
674021;10.09.2008;DE12;10101093;0;173.06;GRP;SG
674021;10.09.2008;DE12;10101414;0;238.02;GRP;SG
674021;10.09.2008;DE12;10105708;0;361;GRP;SG
674021;10.09.2008;DE12;10108654;0;155.24;GRP;SG
674025;10.09.2008;DE14;10099407;52;20990.2;DIR;KL
674026;10.09.2008;DE14;10099291;3;4001.241;DIR;TL
674026;10.09.2008;DE14;10099386;0;350.38;GRP;SG
674026;10.09.2008;DE14;10099618;2;5168.715;DIR;TL
674026;10.09.2008;DE14;10106299;4;5276.283;DIR;TL
674026;10.09.2008;DE14;10251168;0;773.766;GRP;SG
674028;10.09.2008;DE12;10099583;1;1662.49;GRP;TL
674029;10.09.2008;DE14;10108125;32;5536.48;DIR;TL
674053;10.09.2008;DE14;10107713;31;10736.99;DIR;TL
674128;10.09.2008;DE14;10101441;16;7952.41;DIR;TL
674130;10.09.2008;DE12;10106687;50;17024.6;DIR;KL
674169;10.09.2008;DE14;10099407;40;21188;DIR;KL
674172;10.09.2008;DE14;10188442;34;16415.38;DIR;KL
674266;10.09.2008;DE12;10106695;50;16719.008;DIR;KL
674498;10.09.2008;DE14;10099568;50;18795.741;DIR;KL
674569;10.09.2008;DE14;10099593;15;2640;GRP;TL
674708;10.09.2008;DE14;10105720;1;3368.145;DIR;TL
674805;10.09.2008;DE14;10104811;8;2745.6;GRP;TL
674863;10.09.2008;DE14;10101306;1;418.35;GRP;SG
672885;11.09.2008;DE12;10099897;0;22.6;GRP;SG
673372;11.09.2008;DE12;10103284;40;19508.64;DIR;KL
673397;11.09.2008;DE12;10102968;51;19471.68;DIR;KL
673401;11.09.2008;DE12;10099428;52;18659.764;DIR;KL
673912;11.09.2008;DE14;10100833;0;10.35;GRP;SG
674054;11.09.2008;DE12;10100982;0;69.76;GRP;SG
674054;11.09.2008;DE12;10189531;0;566.8;GRP;SG
674054;11.09.2008;DE12;10251152;0;152.98;GRP;SG
674127;11.09.2008;DE12;10101842;55;20287.208;DIR;KL
674129;11.09.2008;DE12;10106317;39;14813.808;DIR;KL
674171;11.09.2008;DE12;10099414;57;20780.49;DIR;KL
674246;11.09.2008;DE12;10105417;27;14578.086;DIR;KL
674248;11.09.2008;DE12;10104377;57;20795.652;DIR;KL
674249;11.09.2008;DE12;10127482;51;17003.348;DIR;KL
674250;11.09.2008;DE12;10103433;2;2513.828;GRP;TL
674251;11.09.2008;DE12;10105647;3;3292.113;DIR;TL
674252;11.09.2008;DE12;10106300;2;4039.06;DIR;TL
674255;11.09.2008;DE12;10099542;56;18011.86;DIR;KL
674259;11.09.2008;DE12;10106317;52;17676.88;DIR;KL
674260;11.09.2008;DE12;10102968;49;15857.2;DIR;KL
674261;11.09.2008;DE14;10102019;7;1246.68;GRP;TL
674261;11.09.2008;DE14;10102301;0;240.8;GRP;SG
674261;11.09.2008;DE14;10102854;0;177.81;GRP;SG
674261;11.09.2008;DE14;10102856;0;328.89;GRP;SG
674261;11.09.2008;DE14;10103111;0;266.9;GRP;SG
674261;11.09.2008;DE14;10103308;0;359.79;GRP;SG
674261;11.09.2008;DE14;10104815;0;150.64;GRP;SG
674261;11.09.2008;DE14;10106174;0;310.1;GRP;SG
674261;11.09.2008;DE14;10106639;0;190.8;GRP;SG
674261;11.09.2008;DE14;10106914;0;237.47;GRP;SG
674262;11.09.2008;DE14;10099469;1;575.57;GRP;SG
674262;11.09.2008;DE14;10107621;0;202.93;GRP;SG
674269;11.09.2008;DE14;10104073;2;1777.688;GRP;TL
674270;11.09.2008;DE14;10101573;0;38.8;GRP;SG
674270;11.09.2008;DE14;10101844;1;1327.275;GRP;TL
674270;11.09.2008;DE14;10101896;0;164.26;GRP;SG
674270;11.09.2008;DE14;10102702;0;404.8;GRP;SG
674270;11.09.2008;DE14;10103033;0;463.97;GRP;SG
674270;11.09.2008;DE14;10103498;0;133.4;GRP;SG
674270;11.09.2008;DE14;10103754;6;2051.76;GRP;TL
674270;11.09.2008;DE14;10105612;0;2207.554;GRP;TL
674270;11.09.2008;DE14;10105620;0;625.763;GRP;SG
674270;11.09.2008;DE14;10106175;0;166.7;GRP;SG
674270;11.09.2008;DE14;10106937;0;68.5;GRP;SG
674270;11.09.2008;DE14;10107109;1;740.8;GRP;SG
674270;11.09.2008;DE14;10108207;0;2073.814;GRP;TL
674270;11.09.2008;DE14;10145398;0;113.6;GRP;SG
674270;11.09.2008;DE14;10234595;0;207.54;GRP;SG
674270;11.09.2008;DE14;10237129;3;552;GRP;SG
674271;11.09.2008;DE14;10105679;0;172.88;GRP;SG
674271;11.09.2008;DE14;10107068;7;2541.97;GRP;TL
674271;11.09.2008;DE14;10108061;0;229.77;GRP;SG
674271;11.09.2008;DE14;10127407;0;190.26;GRP;SG
674272;11.09.2008;DE12;10106695;50;16954.358;DIR;KL
674373;11.09.2008;DE12;10103449;1;3233.993;DIR;TL
674374;11.09.2008;DE12;10103170;6;4725.086;DIR;TL
674375;11.09.2008;DE12;10105692;2;2552.418;GRP;TL
674375;11.09.2008;DE12;10127482;11;2647.02;GRP;TL
674376;11.09.2008;DE12;10101964;3;5500.44;DIR;TL
674376;11.09.2008;DE12;10103347;5;5028.66;DIR;TL
674376;11.09.2008;DE12;10104270;2;2289.345;GRP;TL
674377;11.09.2008;DE12;10101797;0;1831.76;GRP;TL
674377;11.09.2008;DE12;10103192;1;3720.862;DIR;TL
674377;11.09.2008;DE12;10103193;2;2208.699;GRP;TL
674463;11.09.2008;DE12;10102280;0;1008.5;GRP;TL
674463;11.09.2008;DE12;10103964;0;1775.563;GRP;TL
674463;11.09.2008;DE12;10105056;0;1527.968;GRP;TL
674463;11.09.2008;DE12;10105618;1;2666.81;GRP;TL
674463;11.09.2008;DE12;10105693;1;1375.71;GRP;TL
674463;11.09.2008;DE12;10106983;1;999.32;GRP;SG
674465;11.09.2008;DE12;10102496;58;20759.278;DIR;KL
674471;11.09.2008;DE12;10099545;31;6496;DIR;TL
674493;11.09.2008;DE14;10101820;0;1379.136;GRP;TL
674493;11.09.2008;DE14;10102181;2;2171.068;GRP;TL
674493;11.09.2008;DE14;10102866;0;88.8;GRP;SG
674493;11.09.2008;DE14;10103915;0;300.72;GRP;SG
674493;11.09.2008;DE14;10103966;0;49;GRP;SG
674493;11.09.2008;DE14;10106952;0;451.4;GRP;SG
674493;11.09.2008;DE14;10106987;0;69.18;GRP;SG
674494;11.09.2008;DE12;10101874;4;767.65;GRP;SG
674494;11.09.2008;DE12;10102128;0;165.58;GRP;SG
674494;11.09.2008;DE12;10103098;1;1697.561;GRP;TL
674494;11.09.2008;DE12;10104369;0;1333.405;GRP;TL
674494;11.09.2008;DE12;10105286;0;2749.19;GRP;TL
674494;11.09.2008;DE12;10106930;4;1389.36;GRP;TL
674494;11.09.2008;DE12;10106968;0;255.7;GRP;SG
674494;11.09.2008;DE12;10107268;0;218.1;GRP;SG
674495;11.09.2008;DE12;10100133;2;3860.436;DIR;TL
674495;11.09.2008;DE12;10100453;1;1482.94;GRP;TL
674496;11.09.2008;DE12;10099897;0;412.96;GRP;SG
674497;11.09.2008;DE14;10107640;50;13356.39;DIR;KL
674499;11.09.2008;DE14;10105089;2;694.68;GRP;SG
674499;11.09.2008;DE14;10136917;0;201.14;GRP;SG
674500;11.09.2008;DE14;10100098;0;525.88;GRP;SG
674501;11.09.2008;DE12;10099381;46;20657.29;DIR;KL
674502;11.09.2008;DE14;10099919;1;1845.886;GRP;TL
674510;11.09.2008;DE17;10099542;32;10573.82;DIR;TL
674510;11.09.2008;DE17;10100091;1;2232.037;GRP;TL
674510;11.09.2008;DE17;10106915;0;280.46;GRP;SG
674511;11.09.2008;DE17;10099529;17;13872.091;DIR;KL
674520;11.09.2008;DE17;10103409;25;11642.892;DIR;KL
674524;11.09.2008;DE17;10099474;34;5813.2;DIR;TL
674525;11.09.2008;DE17;10106016;1;1484.774;GRP;TL
674525;11.09.2008;DE17;10117576;0;201.83;GRP;SG
674525;11.09.2008;DE17;10189968;0;778.181;GRP;SG
674526;11.09.2008;DE17;10100092;7;6481.309;DIR;TL
674526;11.09.2008;DE17;10100094;6;6978.783;DIR;TL
674527;11.09.2008;DE17;10099238;2;643.48;GRP;SG
674527;11.09.2008;DE17;10100051;7;6748.648;DIR;TL
674527;11.09.2008;DE17;10100089;0;3503.215;DIR;TL
674528;11.09.2008;DE17;10099556;0;1273.183;GRP;TL
674528;11.09.2008;DE17;10105607;0;900.366;GRP;SG
674528;11.09.2008;DE17;10106007;1;3274.097;DIR;TL
674528;11.09.2008;DE17;10106415;0;999.13;GRP;SG
674529;11.09.2008;DE14;10103284;20;6936.2;DIR;TL
674530;11.09.2008;DE14;10108357;49;18421.59;DIR;KL
674538;11.09.2008;DE12;10107716;3;4793.128;DIR;TL
674541;11.09.2008;DE14;10101781;2;4938.448;DIR;TL
674542;11.09.2008;DE14;10101771;0;1869.745;GRP;TL
674542;11.09.2008;DE14;10102863;0;1431.942;GRP;TL
674561;11.09.2008;DE12;10108184;57;20150.64;DIR;KL
674562;11.09.2008;DE12;10099508;0;511.56;GRP;SG
674562;11.09.2008;DE12;10102517;0;904.71;GRP;SG
674562;11.09.2008;DE12;10103548;0;189.85;GRP;SG
674562;11.09.2008;DE12;10104217;0;72.6;GRP;SG
674562;11.09.2008;DE12;10104673;2;3017.268;DIR;TL
674562;11.09.2008;DE12;10105696;0;198.9;GRP;SG
674562;11.09.2008;DE12;10106976;5;1869.98;GRP;TL
674562;11.09.2008;DE12;10108247;0;180.95;GRP;SG
674562;11.09.2008;DE12;10140455;0;47.56;GRP;SG
674562;11.09.2008;DE12;10187713;1;1226.37;GRP;TL
674566;11.09.2008;DE14;10103350;0;188.75;GRP;SG
674567;11.09.2008;DE17;10103746;7;2545.21;GRP;TL
674567;11.09.2008;DE17;10105135;0;52.6;GRP;SG
674567;11.09.2008;DE17;10105608;1;3095.405;DIR;TL
674567;11.09.2008;DE17;10105677;2;2372.431;GRP;TL
674567;11.09.2008;DE17;10105789;3;4498.022;DIR;TL
674567;11.09.2008;DE17;10207031;0;101.84;GRP;SG
674569;11.09.2008;DE14;10100135;0;1281.04;GRP;TL
674569;11.09.2008;DE14;10108138;0;315.83;GRP;SG
674569;11.09.2008;DE14;10108159;0;347.01;GRP;SG
674570;11.09.2008;DE14;10105768;0;1869.686;GRP;TL
674573;11.09.2008;DE12;10104170;16;5122.4;DIR;TL
674574;11.09.2008;DE17;10099425;59;20797.702;DIR;KL
674575;11.09.2008;DE17;10105467;37;12650.32;DIR;KL
674576;11.09.2008;DE17;10102555;7;1764;GRP;TL
674576;11.09.2008;DE17;10105719;2;6002.01;DIR;TL
674577;11.09.2008;DE17;10101430;16;5492.88;DIR;TL
674578;11.09.2008;DE17;10107010;9;3194.06;DIR;TL
674579;11.09.2008;DE17;10099416;46;18131.72;DIR;KL
674580;11.09.2008;DE17;10099542;33;5645.2;DIR;TL
674581;11.09.2008;DE17;10099343;1;2443.234;GRP;TL
674581;11.09.2008;DE17;10100088;2;2981.524;GRP;TL
674581;11.09.2008;DE17;10105735;1;2317.302;GRP;TL
674581;11.09.2008;DE17;10105753;0;1655.5;GRP;TL
674581;11.09.2008;DE17;10114657;0;102.48;GRP;SG
674581;11.09.2008;DE17;10208496;0;311.16;GRP;SG
674582;11.09.2008;DE12;10099762;0;60;GRP;SG
674582;11.09.2008;DE12;10100259;1;355.44;GRP;SG
674582;11.09.2008;DE12;10100538;0;404.12;GRP;SG
674582;11.09.2008;DE12;10101290;0;105.4;GRP;SG
674582;11.09.2008;DE12;10101345;0;90.8;GRP;SG
674582;11.09.2008;DE12;10105038;0;88.8;GRP;SG
674582;11.09.2008;DE12;10244065;0;49.06;GRP;SG
674586;11.09.2008;DE14;10103255;0;145.65;GRP;SG
674586;11.09.2008;DE14;10106458;0;318.45;GRP;SG
674587;11.09.2008;DE17;10100095;13;10503.46;DIR;TL
674587;11.09.2008;DE17;10106018;4;3654.236;DIR;TL
674588;11.09.2008;DE17;10106136;2;240;GRP;SG
674588;11.09.2008;DE17;10158434;0;110.14;GRP;SG
674588;11.09.2008;DE17;10209338;0;179.22;GRP;SG
674589;11.09.2008;DE17;10099260;2;770.28;GRP;SG
674589;11.09.2008;DE17;10099491;2;3467.674;DIR;TL
674589;11.09.2008;DE17;10099510;0;1941.215;GRP;TL
674589;11.09.2008;DE17;10099963;0;285.87;GRP;SG
674589;11.09.2008;DE17;10099969;0;278.75;GRP;SG
674589;11.09.2008;DE17;10104040;2;2194.041;GRP;TL
674589;11.09.2008;DE17;10104484;0;186.43;GRP;SG
674589;11.09.2008;DE17;10105207;0;297.67;GRP;SG
674589;11.09.2008;DE17;10108030;0;212.88;GRP;SG
674589;11.09.2008;DE17;10108264;0;303.34;GRP;SG
674589;11.09.2008;DE17;10127028;1;1975.305;GRP;TL
674589;11.09.2008;DE17;10209046;0;118.28;GRP;SG
674604;11.09.2008;DE17;10099474;31;6574.38;DIR;TL
674604;11.09.2008;DE17;10107921;8;1472;GRP;TL
674605;11.09.2008;DE17;10099557;2;4313.86;DIR;TL
674605;11.09.2008;DE17;10100393;2;3775.755;DIR;TL
674605;11.09.2008;DE17;10105756;0;2171.249;GRP;TL
674606;11.09.2008;DE17;10100020;0;976.993;GRP;SG
674606;11.09.2008;DE17;10100228;0;158.53;GRP;SG
674606;11.09.2008;DE17;10100339;1;520.95;GRP;SG
674606;11.09.2008;DE17;10100407;0;1125.22;GRP;TL
674606;11.09.2008;DE17;10105614;1;1796.341;GRP;TL
674606;11.09.2008;DE17;10105669;1;1645.356;GRP;TL
674606;11.09.2008;DE17;10105725;0;905.862;GRP;SG
674606;11.09.2008;DE17;10106066;0;298.69;GRP;SG
674606;11.09.2008;DE17;10106444;0;228.52;GRP;SG
674606;11.09.2008;DE17;10106950;0;217.87;GRP;SG
674606;11.09.2008;DE17;10139801;0;1332.947;GRP;TL
674606;11.09.2008;DE17;10209607;0;108.44;GRP;SG
674606;11.09.2008;DE17;10228072;0;995.17;GRP;SG
674607;11.09.2008;DE17;10100375;7;5441.123;DIR;TL
674608;11.09.2008;DE17;10099375;0;38.5;GRP;SG
674608;11.09.2008;DE17;10099881;0;110.7;GRP;SG
674608;11.09.2008;DE17;10102563;0;235.4;GRP;SG
674608;11.09.2008;DE17;10106154;0;391.64;GRP;SG
674608;11.09.2008;DE17;10106318;0;100.9;GRP;SG
674608;11.09.2008;DE17;10106977;0;298.16;GRP;SG
674608;11.09.2008;DE17;10108380;0;201.4;GRP;SG
674609;11.09.2008;DE17;10099207;0;1192.951;GRP;TL
674609;11.09.2008;DE17;10100667;1;2702.165;GRP;TL
674609;11.09.2008;DE17;10105726;1;2022.65;GRP;TL
674609;11.09.2008;DE17;10139604;1;1862.307;GRP;TL
674610;11.09.2008;DE17;10100093;6;5957.786;DIR;TL
674610;11.09.2008;DE17;10105680;1;2936.58;GRP;TL
674610;11.09.2008;DE17;10105749;2;4215.76;DIR;TL
674610;11.09.2008;DE17;10105767;4;3871.075;DIR;TL
674611;11.09.2008;DE17;10108473;40;18749.6;DIR;KL
674612;11.09.2008;DE17;10159540;8;4150.25;DIR;TL
674629;11.09.2008;DE17;10099425;7;2940.8;GRP;TL
674629;11.09.2008;DE17;10100112;3;3878.089;DIR;TL
674629;11.09.2008;DE17;10105736;4;4656.465;DIR;TL
674630;11.09.2008;DE17;10099416;7;3078.08;DIR;TL
674630;11.09.2008;DE17;10105264;1;1742.531;GRP;TL
674630;11.09.2008;DE17;10159548;8;3939;DIR;TL
674631;11.09.2008;DE17;10105268;5;3618.957;DIR;TL
674631;11.09.2008;DE17;10105269;1;4491.813;DIR;TL
674633;11.09.2008;DE17;10099253;1;990.348;GRP;SG
674633;11.09.2008;DE17;10099417;1;607.58;GRP;SG
674633;11.09.2008;DE17;10099420;2;770.301;GRP;SG
674633;11.09.2008;DE17;10099630;0;124.5;GRP;SG
674633;11.09.2008;DE17;10100009;0;216.24;GRP;SG
674633;11.09.2008;DE17;10100105;0;1949.276;GRP;TL
674633;11.09.2008;DE17;10100324;0;17.4;GRP;SG
674633;11.09.2008;DE17;10100360;0;112.6;GRP;SG
674633;11.09.2008;DE17;10101155;0;1307.62;GRP;TL
674633;11.09.2008;DE17;10101875;0;882.501;GRP;SG
674633;11.09.2008;DE17;10102124;0;187.88;GRP;SG
674633;11.09.2008;DE17;10102298;0;336.08;GRP;SG
674633;11.09.2008;DE17;10102461;0;1329.16;GRP;TL
674633;11.09.2008;DE17;10103424;0;171.43;GRP;SG
674633;11.09.2008;DE17;10103748;7;2745.97;GRP;TL
674633;11.09.2008;DE17;10103757;0;276.37;GRP;SG
674633;11.09.2008;DE17;10103934;1;1161.44;GRP;TL
674633;11.09.2008;DE17;10104618;0;295.24;GRP;SG
674633;11.09.2008;DE17;10105259;0;922.62;GRP;SG
674633;11.09.2008;DE17;10105263;0;1160.795;GRP;TL
674633;11.09.2008;DE17;10105267;1;1918.034;GRP;TL
674633;11.09.2008;DE17;10105270;1;1916.386;GRP;TL
674633;11.09.2008;DE17;10105275;0;1881.998;GRP;TL
674633;11.09.2008;DE17;10105288;1;220.8;GRP;SG
674633;11.09.2008;DE17;10105317;0;1360.56;GRP;TL
674633;11.09.2008;DE17;10105628;1;2563.741;GRP;TL
674633;11.09.2008;DE17;10105676;1;409.66;GRP;SG
674633;11.09.2008;DE17;10106057;0;180.6;GRP;SG
674633;11.09.2008;DE17;10106063;1;224.11;GRP;SG
674633;11.09.2008;DE17;10106067;0;375.99;GRP;SG
674633;11.09.2008;DE17;10106234;0;307.45;GRP;SG
674633;11.09.2008;DE17;10106553;0;255.53;GRP;SG
674633;11.09.2008;DE17;10107555;0;412.254;GRP;SG
674633;11.09.2008;DE17;10107571;0;94.788;GRP;SG
674633;11.09.2008;DE17;10107783;0;390.99;GRP;SG
674633;11.09.2008;DE17;10107912;0;156.636;GRP;SG
674633;11.09.2008;DE17;10108179;0;943.673;GRP;SG
674633;11.09.2008;DE17;10108443;1;1286.836;GRP;TL
674633;11.09.2008;DE17;10118582;0;527;GRP;SG
674633;11.09.2008;DE17;10205633;0;209.2;GRP;SG
674633;11.09.2008;DE17;10206632;0;76.54;GRP;SG
674633;11.09.2008;DE17;10230923;0;167.22;GRP;SG
674634;11.09.2008;DE14;10099410;42;8766.73;DIR;TL
674634;11.09.2008;DE14;10108357;20;7320;DIR;TL
674635;11.09.2008;DE14;10103284;55;21824.54;DIR;KL
674637;11.09.2008;DE14;10099637;0;1256.615;GRP;TL
674637;11.09.2008;DE14;10100140;1;2227.637;GRP;TL
674637;11.09.2008;DE14;10100142;0;671.278;GRP;SG
674637;11.09.2008;DE14;10107706;0;721.258;GRP;SG
674637;11.09.2008;DE14;10175423;0;111.4;GRP;SG
674640;11.09.2008;DE12;10104965;0;1482.252;GRP;TL
674640;11.09.2008;DE12;10105754;8;8238.494;DIR;TL
674641;11.09.2008;DE14;10099268;1;4829.161;DIR;TL
674641;11.09.2008;DE14;10099676;0;886.63;GRP;SG
674641;11.09.2008;DE14;10159533;8;4784;DIR;TL
674642;11.09.2008;DE12;10103465;43;15035.48;DIR;KL
674643;11.09.2008;DE17;10105273;1;3491.258;DIR;TL
674644;11.09.2008;DE17;10099281;4;3904.119;DIR;TL
674644;11.09.2008;DE17;10100145;7;7556.937;DIR;TL
674645;11.09.2008;DE17;10099468;6;1922.5;GRP;TL
